21,14,40,75,65,60,19,81,85,16,7,26,17,21,27,9,4628.386816,3793.80856,4,7,0.39382701654735,2.58818735238129,6.5
15,28,40,83,53,44,33,97,79,5,3,27,20,1,36,2,6791.666503,5114.643247,2,3,0.311691364842638,2.79455785927547,6
23,17,42,82,35,54,30,97,99,11,7,20,18,10,35,9,6569.723646,4666.068213,5,19,1.32408013627922,2.26835968860832,0.8
19,11,39,69,45,94,25,88,103,12,7,33,12,11,38,0,5786.505282,4329.583086,4,3,0.450121177099819,2.4171792319842,1.4
11,14,33,58,60,53,43,108,98,14,9,32,17,26,39,7,6335.672027,4963.650392,4,6,1.78720199580864,3.07101414451913,3.8
17,20,37,74,55,48,22,85,69,11,8,34,25,12,39,9,5948.444803,4189.127227,5,12,0.824583202414215,2.48624766795297,5.1
19,17,32,68,51,59,49,115,108,11,9,32,18,13,38,4,5065.17892,4599.245865,4,4,0.190301198406797,1.65592768245053,1.3
11,22,35,68,55,60,43,108,97,14,8,36,21,21,39,9,5475.604929,4265.144031,5,13,0.198148730005812,1.42352381297272,0.1
21,17,44,82,50,64,35,99,95,9,6,13,8,6,29,0,5055.3371,4404.473802,5,8,1.72960806467983,2.9003449228392,0.1
22,28,48,98,45,43,36,100,97,9,5,28,8,6,37,3,5969.552312,5084.791075,5,4,1.28668828474522,3.27217489599865,6.4
22,19,38,79,60,59,31,98,87,7,5,22,11,11,33,9,5091.808704,3362.412593,5,2,0.549675642331934,2.45972293399237,1.5
26,15,35,76,40,73,28,95,93,7,9,32,23,25,37,0,8361.109874,6012.658726,2,8,0.217838026922497,2.52990110270513,2
27,15,42,84,51,39,11,76,69,12,6,32,25,15,36,4,7128.411328,5664.113008,5,1,0.681840929718456,4.49394409221225,0.4
10,22,34,66,65,74,50,116,108,11,5,28,16,14,39,8,6841.35303,5572.627526,5,16,1.18686889434879,1.94717966593508,0.9
15,15,34,64,50,72,25,92,77,6,6,27,20,1,32,2,6564.121095,5236.202511,4,1,1.10235900302167,2.63335062704515,4.3
16,33,49,98,51,36,21,84,69,2,5,31,11,15,39,5,4914.476008,5053.790317,5,1,2.00849795739975,3.26858201422696,7.3
21,22,50,93,41,56,40,105,84,5,3,20,7,4,34,2,6569.037035,5335.631083,5,8,1.19221557388434,3.05577314638102,7.4
15,10,24,49,60,85,31,95,103,13,9,36,29,35,39,10,6109.049707,4624.542108,5,13,0.25422972921402,2.25807285434145,0.1
16,12,37,65,55,81,38,106,128,9,8,24,12,7,30,2,5751.630537,4252.016082,2,7,1.16825247793442,2.32728151175276,2.9
17,17,42,76,61,54,42,110,104,8,7,31,22,22,39,10,6034.041954,5673.575193,4,5,0.469093513358824,2.13737061100337,0.4
13,21,24,58,51,67,35,99,101,12,5,21,23,15,36,3,4671.375325,4608.507323,4,2,2.05694014285225,2.78710277366615,6.5
30,29,48,107,45,52,26,89,75,10,5,15,12,10,27,2,4674.972429,3943.762924,2,2,0.667904009269573,2.82665411320574,0.5
16,23,42,81,30,70,33,100,106,12,9,33,24,34,39,3,5972.057487,5051.670723,5,1,1.41842989162562,2.79339420107001,1.9
13,19,32,64,51,77,38,103,87,11,3,27,16,13,32,7,5451.904564,4968.624816,5,5,0.559299688722393,2.11393789101979,0.1
21,21,37,79,60,50,24,90,91,12,8,28,18,7,36,9,5316.869461,4342.674083,5,14,0.244768784346095,1.52755916439258,0.6
12,17,29,58,44,57,48,117,97,14,6,18,10,6,39,0,5543.655847,4780.331447,4,3,0.940425622253005,3.37196575144835,0.8
9,21,30,60,52,65,40,105,97,10,6,26,12,16,33,9,6218.253159,5465.202462,4,9,0.793997746690929,2.62573979942637,3.1
11,16,29,56,62,56,24,87,79,9,8,31,12,9,36,2,4732.380976,4256.561329,5,1,0.932143874574064,2.63089576919541,11.1
11,14,27,52,48,58,39,107,90,6,9,23,16,8,30,3,5585.96304,4647.183531,5,6,0.386387049828498,2.13815185039575,0.4
12,15,26,53,41,61,50,116,90,10,3,32,20,9,34,1,5504.813968,4027.483299,5,1,0.467276187661664,1.91485121651763,1.1
18,11,40,69,52,54,30,97,67,11,7,24,22,34,37,10,5005.768524,4182.44542,5,6,0.646096986815357,1.41811100023399,1.9
12,20,28,60,40,41,24,87,77,9,6,23,9,4,25,0,6131.546684,4548.316552,4,1,0.584255952015378,1.07479259954645,1.1
13,32,33,78,38,43,43,112,67,13,6,28,28,16,34,0,6611.403529,4940.529451,4,20,0.432251858929439,2.28646809193785,1
14,21,30,65,51,40,15,77,65,10,3,36,15,3,36,0,6730.125274,4834.37153,2,6,1.52505574041584,2.11435766111141,1.7
12,12,28,52,52,58,47,116,103,13,7,23,26,21,29,10,5554.29552,4705.081895,5,14,1.66618861397701,2.94617894956686,0.3
13,13,28,54,55,58,15,90,72,9,5,16,13,13,36,10,5714.16415,5059.374328,5,3,0.556166152621993,1.97587029270472,2.1
16,12,30,58,64,132,46,115,104,11,6,24,11,12,29,10,6093.449423,5111.936041,5,1,0.942644185966886,2.10480034425355,2
11,13,25,49,55,41,34,102,77,10,6,17,13,23,29,2,5651.17747,5164.514241,5,13,0.822333417553085,1.97860085055126,2.6
22,16,36,74,67,67,47,116,88,15,9,37,21,18,38,3,6470.902529,5097.080683,5,1,0.659940243164032,2.0226062991834,9.7
13,13,23,49,69,64,35,103,90,12,6,33,16,13,39,4,5520.193453,5362.47266,5,4,0.359926226014774,2.58515164722448,1
12,12,32,56,70,82,36,104,99,17,7,32,37,34,38,4,6194.304543,4938.380556,4,1,0.514082092059264,2.72258187660636,2.5
23,12,36,71,58,57,40,105,99,11,8,26,15,6,34,2,7023.957088,5566.144023,5,8,0.801432486933722,2.20825233395278,0.3
11,12,23,46,60,40,6,70,70,10,7,25,13,15,35,4,6127.434069,5472.260196,4,3,0.692486242786388,2.27698895205673,4.3
14,10,20,44,69,54,40,105,87,11,8,25,14,10,36,2,6637.355751,5444.961082,5,8,1.86052567694937,2.43670798699306,4.5
16,19,36,71,50,55,43,112,97,10,5,32,24,12,34,2,5013.784761,4566.840639,4,10,2.1477510124609,2.2450252126473,1.7
19,19,32,70,43,59,27,90,99,9,6,21,28,15,25,5,5492.513592,4835.683927,5,11,1.45790566178716,2.47675280403696,6.7
18,9,25,52,79,73,27,90,91,17,8,33,21,30,38,10,4769.135596,4043.660134,4,10,0.377044863623558,2.43875318766706,2.5
16,14,31,61,67,60,40,105,70,14,7,27,16,0,32,0,5420.673131,4455.64624,5,4,0.963362073880825,3.16097375733245,4.6
18,13,24,55,57,59,23,86,87,7,4,22,15,10,31,4,5200.548083,4100.939229,4,11,2.42036051312053,2.83324984482195,1.2
23,14,40,77,60,30,20,83,75,9,5,28,24,30,34,5,6877.233531,5207.940511,5,9,0.334417159685547,2.46559937964359,3
16,12,31,59,70,54,37,102,98,10,7,15,16,6,37,2,5312.115767,3984.646788,5,5,1.18876266809795,2.12027879430997,1.4
18,16,39,73,52,55,40,108,72,9,6,33,29,7,38,3,5672.853048,4819.343459,5,2,0.479048705141419,2.96626136052664,0.6
18,11,24,53,61,63,25,88,87,5,4,11,10,3,28,2,6122.480503,5011.923796,5,11,0.833944548659011,2.19978651190338,5.4
11,8,28,47,55,67,30,97,79,7,6,31,18,11,38,3,5796.381897,5022.144949,2,11,0.82717321806303,2.20768023316946,0.7
13,13,20,46,52,51,27,90,71,12,8,36,18,28,37,2,6014.991014,5298.140572,5,6,0.6226558468084,2.32641880626142,5.1
15,22,31,68,62,46,31,96,72,9,6,29,20,11,37,9,5058.658422,3847.076974,2,1,0.814485298368722,1.78638896870294,2.3
16,19,45,80,52,69,28,95,78,13,8,21,28,21,39,3,4420.546865,3569.093339,2,3,0.397094590777141,2.28681947353573,1.4
21,18,39,78,51,37,35,103,97,12,8,30,17,15,38,3,5620.458403,4915.981928,5,1,0.271002774788434,2.48967275321082,0.1
14,15,34,63,64,50,25,88,85,15,8,38,30,31,39,6,5559.771888,4314.963962,4,4,0.628993580674983,2.6292412602121,1.4
21,20,47,88,45,71,32,96,110,5,6,18,13,7,22,8,5009.807814,3935.09151,5,1,0.580093087218448,3.50021314102525,0.6
15,20,45,80,45,39,27,90,84,8,8,24,19,31,36,2,5570.281702,4412.019841,4,8,0.996674794506198,2.76762658060662,6
16,13,38,67,55,55,39,104,101,10,7,26,18,17,35,10,4721.652401,4081.541316,5,4,1.68993762146353,3.58281447781079,2.8
24,20,47,91,43,72,25,92,95,10,5,34,31,23,39,5,6644.4829,4949.09414,5,3,0.232760764771747,3.14873443870972,0.2
18,19,31,68,50,96,50,116,117,3,6,27,7,9,38,2,5614.971521,4653.813679,3,17,0.416703456333198,1.5907816202792,0.3
17,18,36,71,51,65,42,110,110,7,7,11,2,12,28,9,5882.91217,4873.39841,5,13,0.702869454142095,2.63795926290682,1.2
18,14,37,69,52,54,32,96,90,2,3,30,18,3,38,9,5126.015896,3862.350198,5,7,1.49311527436721,2.68619584519321,6.6
13,14,26,53,69,56,35,99,78,17,9,32,28,36,36,0,4836.166905,3415.555886,2,4,1.05930208278532,3.11035660050126,6.6
18,24,31,73,42,48,36,100,84,10,4,14,11,5,34,1,4768.269527,3476.179955,5,6,1.72725734835973,4.58036066609429,2.3
14,25,30,69,59,65,47,116,137,6,4,15,15,9,38,10,5596.358377,4484.758374,4,2,0.954052458827731,3.16240952936921,3
20,11,26,57,61,72,43,108,91,12,8,39,27,42,39,6,5817.950063,4335.35971,3,2,0.271836083401975,2.83238706126275,1
21,22,39,82,58,25,40,108,79,10,4,17,4,2,36,9,5530.809378,4759.1543,5,5,0.480598606832922,2.4018082376809,4.8
16,17,39,72,42,58,44,109,110,5,6,15,7,2,31,4,5886.081292,4473.922179,4,2,0.508963514644527,3.01679780183704,8.3
21,18,40,79,41,42,32,96,93,6,6,16,16,4,31,3,5187.88572,3914.443725,5,1,0.930995642377324,2.13081856899171,7.1
16,16,32,64,68,61,49,115,95,15,6,28,18,12,39,7,5771.484825,4653.436395,4,18,0.503979893041816,2.95667687228312,4.6
15,17,34,66,55,73,41,109,85,10,5,31,34,30,37,6,4110.27174,3321.80053,2,10,0.576946174864231,4.28085355500137,0.2
20,15,35,70,55,63,37,105,110,11,9,30,31,19,34,2,5130.738303,4965.487545,5,13,0.353994900127034,2.43411050284221,0.4
10,9,27,46,90,92,48,117,126,13,9,36,21,33,39,9,3818.034648,3484.348286,5,9,0.428795622082442,1.77477057080982,0.8
20,24,43,87,40,38,27,90,67,9,1,23,10,6,35,5,4223.505539,2607.200995,4,6,0.899122246957424,2.47293346278032,2.6
19,18,34,71,58,60,48,117,106,16,9,35,31,38,39,7,5528.526659,4823.379312,4,2,0.412256910480051,3.47336386346646,1.3
14,17,34,65,73,48,39,107,95,10,7,36,17,16,39,6,5489.04259,3978.287789,5,5,0.566409198202025,2.87376350866333,1.4
14,18,27,59,63,57,43,112,99,11,8,27,14,17,39,8,5692.045586,4951.955999,1,7,0.262880087336774,2.09916677807985,0.7
17,14,34,65,66,70,44,109,117,14,7,32,28,16,39,8,5593.728735,4326.961852,2,3,0.785800548901751,2.15138380015775,3.6
28,29,51,108,44,45,47,116,88,12,4,34,18,8,34,6,6884.154081,5102.97238,4,9,0.364864810542695,2.89398809175115,6.8
23,15,29,67,73,63,34,102,97,11,8,30,33,36,36,7,5952.505565,4646.25743,4,6,0.539563532355591,1.91937959621846,0.7
9,15,23,47,60,37,48,114,97,10,9,19,16,16,34,7,5147.786531,4379.128451,5,5,0.332221645974828,1.92647058283324,0.4
10,19,28,57,51,54,26,89,75,9,4,34,23,17,37,4,5698.038214,4426.592136,5,12,0.403127960481913,2.08679833907175,0.5
9,15,24,48,51,46,42,107,111,8,7,34,18,13,39,10,4852.035874,3705.850614,5,4,0.318235948184446,1.86743204014585,1.3
11,25,29,65,60,21,21,84,64,3,8,38,17,8,38,1,4111.267428,2885.793844,5,17,0.412735158363259,2.85046931073707,1.2
11,29,30,70,51,56,21,87,79,13,8,39,39,33,39,4,3861.97244,3678.343767,3,6,0.446639551600188,2.15780856968798,0.3
13,15,29,57,67,65,28,92,101,11,8,31,25,22,39,10,5334.432351,4734.069927,4,10,0.723967694001632,2.30309268832952,1
11,19,35,65,60,30,30,94,69,10,9,26,15,19,39,6,5003.756991,4225.449598,5,7,0.607220933269398,2.92792560901963,0.1
15,19,30,64,58,49,37,102,85,10,5,22,12,19,35,5,5175.819408,3803.69447,4,7,0.320017815247285,2.24106535544606,6.1
23,14,39,76,37,47,38,103,90,3,8,28,18,13,38,2,5298.250504,4487.893018,5,1,0.315715324239542,1.70119345741435,2.2
12,16,23,51,64,26,21,84,64,12,9,31,22,27,35,4,5844.332109,5233.188794,5,6,0.682360358886925,2.86100870203207,2.9
27,31,60,118,30,21,37,105,81,12,7,24,16,17,30,4,4382.348697,3983.448507,5,11,1.34386026316078,3.74363493885383,13.2
17,19,33,69,60,61,12,77,87,10,7,28,9,17,39,5,5072.620676,4568.732704,5,5,0.88733156156335,2.7011244337474,25.8
13,16,30,59,65,34,34,102,64,9,8,32,25,37,39,3,5680.680204,4521.833503,3,6,0.402211552904591,1.87235401812577,2.9
11,17,29,57,65,58,38,106,103,9,7,32,24,13,39,8,5543.468271,4523.395481,5,6,0.540838707392641,2.40340063064813,1.6
17,20,37,74,30,42,38,103,78,13,6,31,18,5,39,0,6041.205953,4451.633561,5,12,0.185685376734266,1.74616367092239,2
10,15,36,61,68,52,33,100,95,6,8,27,17,15,38,6,4521.215691,3668.96726,4,11,0.400401888854324,2.21807080608395,0.8
14,10,19,43,77,35,37,105,78,9,9,30,17,23,37,5,4679.112363,3317.137353,2,4,0.423952832885912,2.54960987052568,0.3
13,11,25,49,78,76,49,115,113,14,9,32,13,12,39,10,5732.238634,4283.312096,5,15,1.01882641271222,3.2561608948086,3.6
16,18,32,66,31,43,30,94,87,8,3,36,23,7,38,0,5488.140646,4160.890675,4,1,0.878553481677363,2.05084470844892,11.2
23,27,42,92,25,47,31,98,77,9,0,20,11,1,26,0,5187.782679,4750.67381,5,5,0.507344585630194,1.92996356643898,0.8
24,23,48,95,50,64,32,96,97,8,7,31,14,16,39,2,6210.985762,4738.932305,2,10,0.632139653065206,1.84168104233124,4
15,29,33,77,45,45,31,98,101,13,6,24,7,10,39,2,4511.861662,3780.596098,5,13,0.356240886466048,2.34902994902497,0.3
13,10,31,54,64,75,29,96,84,8,8,28,16,8,36,6,5463.50257,4190.941628,4,16,0.268544310548988,1.89701755095446,3.6
16,16,40,72,62,41,36,104,84,11,9,19,13,10,37,10,5633.37397,4210.609952,5,7,0.359756070857875,3.34248356415497,0.1
11,14,32,57,50,50,32,96,88,11,6,11,15,5,22,2,5676.646366,4857.442934,4,3,0.941080350656632,2.89389958686171,5.6
18,15,31,64,45,60,45,110,103,10,6,33,17,11,37,2,5906.44763,5139.440647,4,4,0.297454602616795,2.32839292600541,3
10,16,27,53,70,60,45,110,98,10,9,26,20,30,38,4,5709.316238,4156.80372,5,3,1.12274637514873,3.14620172413998,1.3
13,8,18,39,91,33,47,116,87,16,9,31,20,38,39,9,5660.179515,4619.606196,5,16,0.650025705618357,2.45490345407085,2.4
17,23,25,65,45,75,29,93,88,12,9,28,16,25,39,4,4868.950255,4169.363384,5,14,1.30309240878323,2.86817989739266,8.1
16,15,32,63,53,67,25,92,74,11,8,35,21,33,35,4,5101.570923,4336.502723,5,15,0.618025915803416,2.31300111405408,2.8
22,21,42,85,50,42,8,70,75,3,9,23,17,20,21,2,6463.182214,4981.458706,5,3,0.794198567708342,2.70759894053792,5.6
16,19,44,79,55,77,48,114,99,13,7,17,6,7,24,10,5600.072485,4701.410881,5,2,0.841801725760705,3.25941669937522,4
29,26,41,96,45,44,17,83,70,11,7,23,13,14,36,3,5473.105615,4502.25462,4,10,0.545809077293279,2.9752656835658,5.5
13,22,31,66,48,36,30,97,74,12,8,18,22,18,27,4,6154.211861,5041.102661,4,5,0.258893670785675,3.02448155763495,0.3
9,20,30,59,59,41,20,86,75,10,6,21,15,28,39,4,5811.88554,3781.982909,5,12,0.373497724866346,1.97130283617596,0.6
10,11,22,43,62,45,25,92,74,12,9,34,22,27,37,5,4456.723255,3461.01704,4,6,0.535551552542008,3.6733237016534,3.7
12,14,21,47,65,47,45,110,93,13,9,36,25,32,39,5,5748.390909,4906.559682,4,6,1.32251615038755,2.32018977851973,14.7
16,13,42,71,42,45,14,76,72,11,5,26,11,6,15,5,4950.144352,4473.723901,5,4,2.01850196773136,2.19316324475968,19.3
11,8,26,45,70,31,38,106,74,11,7,32,25,32,37,5,4842.905352,4070.276624,3,2,0.37197603336468,2.07990016891575,7.5
16,24,41,81,51,23,7,71,64,11,4,31,24,28,34,5,5348.271774,3886.713696,5,3,0.776400083993839,2.43636913589058,8.5
